Date,NTPC.NS,ONGC.NS,POWERGRID.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATASTEEL.NS,TCS.NS,WIPRO.NS
2020-03-02,79.74230194091797,65.73941802978516,77.8070068359375,270.51361083984375,353.5107116699219,124.62580108642578,54.019775390625,14.645726203918457,1836.7606201171875,217.13165283203125
2020-03-03,83.57976531982422,68.8751449584961,81.2839584350586,272.8196716308594,376.52001953125,129.5452423095703,55.40616989135742,15.591131210327148,1868.7911376953125,219.9834747314453
2020-03-04,82.85065460205078,68.4693374633789,83.55243682861328,268.5369873046875,387.905029296875,125.42085266113281,53.57415008544922,15.172739028930664,1911.9271240234375,225.04791259765625
2020-03-05,82.77389526367188,68.32177734375,83.08602905273438,271.54901123046875,387.37890625,124.9736328125,53.326576232910156,15.116416931152344,1950.3363037109375,225.88377380371094
2020-03-06,80.7016830444336,65.29673767089844,80.81754302978516,254.60659790039062,383.552001953125,113.49494171142578,49.46448516845703,14.140841484069824,1942.4432373046875,219.83595275878906
2020-03-09,78.97482299804688,55.00419616699219,76.72577667236328,238.55838012695312,376.3286437988281,105.04742431640625,45.602394104003906,12.966123580932617,1810.1907958984375,210.83798217773438
2020-03-11,79.08995056152344,52.90140914916992,76.91659545898438,230.69900512695312,369.2489013671875,98.2894058227539,43.07718276977539,12.058939933776855,1793.07421875,209.55958557128906
2020-03-12,72.41278076171875,46.11351013183594,70.42913818359375,200.10855102539062,339.44683837890625,87.45670318603516,43.62183380126953,11.564109802246094,1624.339599609375,195.7921905517578
2020-03-13,75.25249481201172,48.6220817565918,71.19236755371094,227.7811279296875,367.57464599609375,89.19589233398438,47.08781433105469,13.143135070800781,1657.7926025390625,194.1204071044922
2020-03-16,69.68818664550781,44.379638671875,69.43827056884766,210.2269287109375,352.601806640625,82.43787384033203,41.59176254272461,11.650603294372559,1556.928466796875,176.76365661621094
2020-03-17,67.61595916748047,44.26897048950195,71.21875,202.5087127685547,354.1325988769531,77.46874237060547,38.719947814941406,11.375027656555176,1521.6856689453125,170.22413635253906
2020-03-18,61.82139587402344,50.28217315673828,63.371482849121094,202.55577087402344,347.05279541015625,75.03386688232422,36.88793182373047,11.298590660095215,1518.38134765625,167.12644958496094
2020-03-19,60.132930755615234,45.043678283691406,64.69036102294922,191.6844024658203,344.8045349121094,72.4996109008789,32.23361587524414,10.936522483825684,1512.7884521484375,159.65274047851562
2020-03-20,62.358646392822266,53.38098907470703,69.13053131103516,197.5201416015625,349.444580078125,76.82276153564453,32.18410110473633,11.978477478027344,1661.7236328125,176.22279357910156
2020-03-23,58.636322021484375,47.872493743896484,67.26213836669922,170.9299774169922,310.4579772949219,65.79129028320312,29.312288284301758,10.908361434936523,1543.6199951171875,167.32313537597656
2020-03-24,59.518924713134766,49.536930084228516,64.75630187988281,172.4359588623047,320.6471252441406,68.12678527832031,30.05500030517578,10.938533782958984,1574.5443115234375,173.42013549804688
